Subject,Condition,Trial,Segment,Duration,VerticalSize,HorizontalSize,AbsoluteSize,AverageAbsoluteVelocity,AverageNormalizedJerkPerTrial,AveragePenPressure
M16,GEN,6,14,0.15,-0.3915,-0.6218,0.7348,4.934,10.541,637.967
M16,GEN,6,15,0.1128,0.7244,0.2323,0.7607,7.2149,10.541,660.864
M16,GEN,6,16,0.0977,-0.9441,-0.1229,0.9521,10.442,10.541,609.25
M16,GEN,6,17,0.1236,1.1448,0.8484,1.4249,11.7702,10.541,217.28
M16,GEN,6,18,0.099,-1.0233,-0.2798,1.0608,11.7024,10.541,561.789
M16,GEN,6,19,0.0736,0.7609,0.8284,1.1248,15.5197,10.541,693.733
M16,GEN,6,20,0.0843,-0.8836,-0.147,0.8958,13.2267,10.541,657.882
M16,GEN,6,21,0.0957,1.2009,1.4346,1.8709,23.6995,10.541,762.737
M16,GEN,6,22,0.0937,-0.8614,-0.6142,1.058,20.688,10.541,725.684
M16,GEN,7,1,0.1785,1.2118,0.6548,1.3774,8.1177,6.9953,270.611
M16,GEN,7,2,0.0987,-0.6284,-0.276,0.6863,7.573,6.9953,310.6
M16,GEN,7,3,0.1052,0.8472,0.7629,1.1401,11.0445,6.9953,313.095
M16,GEN,7,4,0.139,-1.3384,-0.568,1.454,11.8091,6.9953,338.536
M16,GEN,7,5,0.129,0.6203,0.6043,0.866,11.9421,6.9953,171.923
M16,GEN,7,6,0.122,-0.3988,0.1108,0.4139,5.9153,6.9953,0
M16,GEN,7,7,0.0986,0.1732,0.0832,0.1922,2.4325,6.9953,43.75
M16,GEN,7,8,0.0986,-0.3746,-0.2388,0.4442,5.1845,6.9953,259.684
M16,GEN,7,9,0.0871,0.3633,0.398,0.5389,6.232,6.9953,240.889
M16,GEN,7,10,0.0834,-0.3541,-0.0473,0.3572,5.3529,6.9953,232.118
M16,GEN,7,11,0.125,1.2604,1.1782,1.7253,14.4832,6.9953,333.2
M16,GEN,7,12,0.1296,-1.353,-0.7536,1.5487,13.4707,6.9953,364.24
M16,GEN,7,13,0.0811,0.3626,0.5578,0.6653,7.8741,6.9953,479.588
M16,GEN,7,14,0.0783,-0.2182,-1.00E-04,0.2182,3.306,6.9953,442.667
M16,GEN,7,15,0.077,0.1792,0.3342,0.3792,4.7315,6.9953,428.25
M16,GEN,7,16,0.0888,-0.3292,-0.0821,0.3393,4.2089,6.9953,460.176
M16,GEN,7,17,0.0979,0.6029,0.9224,1.1019,11.2257,6.9953,476.35
M16,GEN,7,18,0.1,-0.7072,-0.2262,0.7425,8.9536,6.9953,560.5
M16,GEN,7,19,0.109,1.1654,1.2286,1.6934,16.5804,6.9953,666.864
M16,GEN,7,20,0.1115,-1.1005,0.0483,1.1015,16.2178,6.9953,789.773
M16,GEN,7,21,0.1016,1.3334,1.6445,2.1171,27.6098,6.9953,119.4
M16,GEN,7,22,0.1383,-1.4396,-1.6614,2.1984,16.5358,6.9953,20
M16,GEN,7,23,0.1157,1.2067,0.7022,1.3962,13.9822,6.9953,402.348
M16,GEN,7,24,0.101,-1.0299,-0.5613,1.173,12.6115,6.9953,541.05
M16,GEN,7,25,0.0787,0.6645,1.3459,1.501,18.772,6.9953,609.188
M16,GEN,7,26,0.0833,-0.7889,-0.6448,1.0188,15.6134,6.9953,585.529
M16,GEN,7,27,0.1088,1.1908,1.4746,1.8953,25.9473,6.9953,626.5
M16,GEN,8,1,0.1521,1.1591,0.4151,1.2312,8.3248,7.3203,224.194
M16,GEN,8,2,0.097,-0.5902,-0.2164,0.6287,7.1035,7.3203,279.053
M16,GEN,8,3,0.1,0.904,0.938,1.3027,13.2187,7.3203,265
M16,GEN,8,4,0.1311,-1.5812,-0.737,1.7445,14.1212,7.3203,325.593
M16,GEN,8,5,0.124,0.7678,0.537,0.9369,12.2023,7.3203,190
M16,GEN,8,6,0.1238,-0.3973,0.2992,0.4974,5.5104,7.3203,0
M16,GEN,8,7,0.0979,0.1788,0.1368,0.2251,2.7497,7.3203,4
M16,GEN,8,8,0.1062,-0.4041,-0.3348,0.5247,5.6264,7.3203,180.095
M16,GEN,8,9,0.0918,0.4143,0.3843,0.5651,6.4234,7.3203,196.833
M16,GEN,8,10,0.0871,-0.3447,0.0404,0.3471,4.6178,7.3203,183.556
M16,GEN,8,11,0.1299,1.1403,0.889,1.4459,11.8218,7.3203,268.423
M16,GEN,8,12,0.1312,-1.0904,-0.5612,1.2263,10.0376,7.3203,263.885
M16,GEN,8,13,0.1075,0.3071,0.5437,0.6245,5.9608,7.3203,302.381
M16,GEN,8,14,0.0964,-0.2533,-0.0493,0.2581,3.1382,7.3203,246.85
M16,GEN,8,15,0.1038,0.2506,0.4694,0.5322,5.3521,7.3203,261.5
M16,GEN,8,16,0.096,-0.4174,0.0941,0.4279,4.7697,7.3203,281.8
M16,GEN,8,17,0.1288,0.662,0.538,0.8531,8.0007,7.3203,412.76
M16,GEN,8,18,0.0839,-0.4689,-0.3977,0.6149,12.3003,7.3203,475.882
M16,GEN,8,19,0.0576,0.2272,1.1077,1.1308,18.3653,7.3203,516.083
M16,GEN,8,20,0.0843,-0.5704,-0.6428,0.8594,10.6524,7.3203,461.882
M16,GEN,8,21,0.1184,0.9677,1.324,1.6399,14.3018,7.3203,0
M16,GEN,8,22,0.1278,-1.0594,-1.0082,1.4624,11.5906,7.3203,0
M16,GEN,8,23,0.1563,1.2624,0.7643,1.4757,9.6038,7.3203,209.806
M16,GEN,8,24,0.1009,-1.1009,-0.3998,1.1713,12.5194,7.3203,364.2
M16,GEN,8,25,0.0805,0.6469,0.8189,1.0435,13.263,7.3203,475.063
M16,GEN,8,26,0.0833,-0.6395,-0.1948,0.6685,8.8686,7.3203,468.471
M16,GEN,8,27,0.1026,1.1999,0.9988,1.5611,15.7204,7.3203,496.19
M16,GEN,8,28,0.168,-1.2465,-0.562,1.3673,8.4808,7.3203,36.0909
M16,GEN,8,29,0.0991,0.532,0.3023,0.6119,6.1861,7.3203,477.25
M16,GEN,8,30,0.0855,-0.3745,-0.0377,0.3764,4.6719,7.3203,497.824
M16,GEN,9,1,0.1876,1.1508,0.4177,1.2242,6.9201,7.897,196.395
M16,GEN,9,2,0.0958,-0.4805,-0.1648,0.508,5.9284,7.897,202.579
M16,GEN,9,3,0.1037,0.7217,0.6867,0.9962,9.6944,7.897,234.286
M16,GEN,9,4,0.1417,-1.3949,-0.5513,1.4999,11.8855,7.897,298.393
M16,GEN,9,5,0.1165,0.6946,0.5013,0.8567,11.7165,7.897,161.083
M16,GEN,9,6,0.132,-0.5389,0.2627,0.5995,6.3526,7.897,0
M16,GEN,9,7,0.11,0.2585,0.098,0.2765,3.0981,7.897,1.59091
M16,GEN,9,8,0.1011,-0.4132,-0.4056,0.579,6.6399,7.897,177.45
M16,GEN,9,9,0.0899,0.4674,0.4555,0.6526,7.7069,7.897,248.667
M16,GEN,9,10,0.0896,-0.4297,-0.0578,0.4336,5.9598,7.897,295.833
M16,GEN,9,11,0.1325,1.3637,1.0939,1.7483,13.8612,7.897,343.481
M16,GEN,9,12,0.1274,-1.3844,-0.6905,1.547,12.996,7.897,353.88
M16,GEN,9,13,0.1061,0.4206,0.5907,0.7251,6.9726,7.897,415.143
M16,GEN,9,14,0.1228,-0.3546,0.0428,0.3572,3.1877,7.897,388.16
M16,GEN,9,15,0.0768,0.2503,0.2946,0.3866,5.1859,7.897,428.2
M16,GEN,9,16,0.083,-0.2675,-0.0216,0.2683,3.7908,7.897,454.765
M16,GEN,9,17,0.0912,0.3458,0.3662,0.5037,5.7398,7.897,445.667
M16,GEN,9,18,0.093,-0.4595,-0.0304,0.4605,5.9744,7.897,469.684
M16,GEN,9,19,0.1167,1.1325,0.6278,1.2948,12.5708,7.897,528.957
M16,GEN,9,20,0.1042,-1.1442,-0.2599,1.1733,12.7769,7.897,502.333
M16,GEN,9,21,0.1024,1.3341,0.8115,1.5615,16.2722,7.897,598.1
M16,GEN,9,22,0.1044,-1.3547,-0.2881,1.385,13.6893,7.897,621.857
M16,GEN,9,23,0.0794,0.8478,0.5645,1.0185,13.2353,7.897,546.938
M16,GEN,9,24,0.0873,-0.9588,-0.2287,0.9857,12.8744,7.897,648.294
M16,GEN,9,25,0.0987,1.4765,1.4809,2.0912,21.3539,7.897,17
M16,GEN,9,26,0.1406,-1.3226,-1.4371,1.9531,14.4768,7.897,0
M16,GEN,9,27,0.1572,0.9749,0.6123,1.1512,7.2764,7.897,212.906
M16,GEN,9,28,0.0923,-0.9219,-0.2101,0.9455,10.936,7.897,462.944
M16,GEN,9,29,0.0775,0.6873,0.9033,1.135,14.2394,7.897,570.813
M16,GEN,9,30,0.0935,-0.8928,-0.7046,1.1374,12.75,7.897,715.111
M16,GEN,10,1,0.091,-0.5867,-0.104,0.5959,7.1374,7.6392,173.053
M16,GEN,10,2,0.0987,0.9787,0.8012,1.2648,13.4481,7.6392,230.789
M16,GEN,10,3,0.1346,-1.4848,-0.5764,1.5927,12.912,7.6392,315.556
M16,GEN,10,4,0.137,0.9759,1.2381,1.5764,15.4966,7.6392,160.786
M16,GEN,10,5,0.1624,-0.9371,-0.6996,1.1695,9.652,7.6392,0
M16,GEN,10,6,0.1336,0.3555,0.2917,0.4598,4.5023,7.6392,13.7778
M16,GEN,10,7,0.0947,-0.3104,-0.2988,0.4309,5.743,7.6392,206.842
M16,GEN,10,8,0.0717,0.2503,0.3394,0.4217,6.0955,7.6392,192.429
M16,GEN,10,9,0.0761,-0.3405,-0.0741,0.3484,5.3239,7.6392,231.333
M16,GEN,10,10,0.117,1.183,0.9235,1.5008,13.0311,7.6392,340.958
M16,GEN,10,11,0.1146,-1.0642,-0.6313,1.2374,10.9175,7.6392,342.609
M16,GEN,10,12,0.093,0.5572,0.606,0.8233,9.4787,7.6392,386.556
M16,GEN,10,13,0.1026,-0.6178,-0.0183,0.618,7.0018,7.6392,399.19
M16,GEN,10,14,0.0929,0.5407,0.9145,1.0624,11.9312,7.6392,424.389
M16,GEN,10,15,0.1083,-0.408,-0.6459,0.7639,8.5729,7.6392,455.045
M16,GEN,10,16,0.0772,0.3823,1.4069,1.4579,19.4226,7.6392,438.467
M16,GEN,10,17,0.0829,-0.6669,-0.4184,0.7873,10.7982,7.6392,552.588
M16,GEN,10,18,0.1247,0.5921,1.5451,1.6547,13.2344,7.6392,58.64
M16,GEN,10,19,0.1805,-0.6038,-0.8584,1.0496,7.1198,7.6392,0
M16,GEN,10,20,0.1166,1.3013,0.5091,1.3973,12.3119,7.6392,312.522
M16,GEN,10,21,0.0999,-1.1563,-0.3069,1.1963,12.3183,7.6392,388.05
M16,GEN,10,22,0.0769,0.6418,0.6263,0.8967,11.3735,7.6392,476.875
M16,GEN,10,23,0.0801,-0.6751,-0.0996,0.6824,9.0893,7.6392,454.813
M16,GEN,10,24,0.1001,0.8426,0.8576,1.2023,12.1606,7.6392,543.9
M16,GEN,10,25,0.1081,-0.9456,-0.1633,0.9596,9.5046,7.6392,491.286
M16,GEN,10,26,0.1226,1.308,1.7138,2.156,18.4887,7.6392,694.48
M16,GEN,10,27,0.1424,-1.2724,-0.9075,1.5629,23.5087,7.6392,678.857
M17,DNM,1,1,0.3233,-0.8509,-0.4893,0.9816,5.723,17.4262,510.646
M17,DNM,1,2,0.1613,0.9846,0.6916,1.2032,8.8307,17.4262,535.188
M17,DNM,1,3,0.139,-0.8036,-0.0078,0.8036,7.4386,17.4262,626.929
M17,DNM,1,4,0.0955,0.2607,0.2208,0.3417,4.0851,17.4262,518.421
M17,DNM,1,5,0.0977,-0.3129,0.1527,0.3482,4.5085,17.4262,502.842
M17,DNM,1,6,0.0961,0.2502,0.2293,0.3394,3.9978,17.4262,459.45
M17,DNM,1,7,0.2563,-1.0229,0.4051,1.1002,5.2635,17.4262,454.569
M17,DNM,1,8,0.2602,1.2288,-0.293,1.2633,8.6246,17.4262,145.5
M17,DNM,1,9,0.1171,-0.2505,0.476,0.5379,7.5492,17.4262,0
M17,DNM,1,10,0.1827,0.1101,-0.1113,0.1566,1.5819,17.4262,123.405
M17,DNM,1,11,0.086,-0.1832,-0.1115,0.2144,4.4834,17.4262,560.118
M17,DNM,1,12,0.0851,0.1057,0.1845,0.2126,3.0599,17.4262,454.353
M17,DNM,1,13,0.084,-0.1876,0.2198,0.2889,3.6508,17.4262,386
M17,DNM,1,14,0.1315,0.7008,0.0135,0.7009,6.2749,17.4262,79.3462
M17,DNM,1,15,0.1039,-0.5381,0.0231,0.5386,5.2912,17.4262,360.333
M17,DNM,1,16,0.0778,0.2161,0.2293,0.3151,4.1155,17.4262,347.188
M17,DNM,1,17,0.1165,-0.4181,-0.0199,0.4186,4.9065,17.4262,404.913
M17,DNM,1,18,0.0927,0.1746,0.1627,0.2387,4.2721,17.4262,89.0556
M17,DNM,1,19,0.0874,-0.078,0.1916,0.2068,2.4478,17.4262,246.222
M17,DNM,1,20,0.0986,0.2128,0.0264,0.2144,3.6876,17.4262,487.1
M17,DNM,1,21,0.0924,-0.367,0.1112,0.3835,6.0449,17.4262,502.667
M17,DNM,1,22,0.1297,0.8229,0.2055,0.8481,7.4935,17.4262,55.0769
M17,DNM,1,23,0.1082,-0.7814,0.1025,0.7881,7.359,17.4262,305.636
M17,DNM,1,24,0.1093,0.6629,-0.4258,0.7878,7.6789,17.4262,54.4545
M17,DNM,1,25,0.0793,-0.2896,0.4209,0.5109,7.7347,17.4262,370.933
M17,DNM,1,26,0.0842,0.3564,0.3147,0.4755,6.0871,17.4262,365.824
M17,DNM,1,27,0.1061,-0.6698,0.0406,0.671,6.2967,17.4262,391.818
M17,DNM,1,28,0.0653,0.1873,0.1934,0.2692,4.2833,17.4262,282.615
M17,DNM,1,29,0.0778,-0.2285,0.4757,0.5277,7.4315,17.4262,516.267
M17,DNM,1,30,0.5281,0.8643,0.5464,1.0226,5.8406,17.4262,110
M17,DNM,2,1,0.1853,0.8802,0.0514,0.8817,6.8629,38.1477,504.184
M17,DNM,2,2,0.3072,-2.1255,0.0094,2.1255,8.8883,38.1477,503.377
M17,DNM,2,3,0.2873,1.1512,0.0185,1.1513,5.1822,38.1477,575.965
M17,DNM,2,4,0.1321,-0.2121,0.4707,0.5163,3.9232,38.1477,601.37
M17,DNM,2,5,0.1884,0.3114,0.0997,0.327,2.6331,38.1477,715.158
M17,DNM,2,6,0.149,-0.2132,0.2976,0.3661,2.5891,38.1477,701.862
M17,DNM,2,7,0.1224,0.3285,0.1016,0.3438,2.93,38.1477,694.52
M17,DNM,2,8,0.1241,-0.4501,0.1151,0.4646,3.9613,38.1477,664
M17,DNM,2,9,0.0808,0.1007,0.4794,0.4899,6.6691,38.1477,657.938
M17,DNM,2,10,0.1531,-1.0536,-0.2393,1.0804,13.505,38.1477,782.9
M17,DNM,2,11,0.6452,1.7379,-0.2509,1.7559,4.1415,38.1477,379.977
M17,DNM,2,12,0.1121,-0.512,1.2128,1.3165,11.373,38.1477,0
M17,DNM,2,13,0.2332,0.5774,0.0776,0.5826,2.6439,38.1477,71.2128
M17,DNM,2,14,0.1398,-0.9257,0.131,0.9349,7.5755,38.1477,620.333
M17,DNM,2,15,0.1149,0.277,0.1818,0.3313,5.3621,38.1477,663.435
M17,DNM,2,16,0.0673,-0.0947,-0.3037,0.3181,4.4644,38.1477,744.143
M17,DNM,2,17,0.1673,0.2365,0.4707,0.5267,3.3495,38.1477,392.848
M17,DNM,2,18,0.1174,-0.4382,0.3809,0.5806,5.1869,38.1477,0
M17,DNM,2,19,0.4923,0.7918,0.5517,0.965,2.7277,38.1477,432.561
M17,DNM,2,20,0.1715,-0.0104,-0.2968,0.297,1.834,38.1477,140.657
M17,DNM,2,21,0.119,0.4448,0.0272,0.4456,4.1248,38.1477,622.87
M17,DNM,2,22,0.1497,-1.2621,0.5451,1.3748,9.4274,38.1477,595.2
M17,DNM,2,23,0.1424,1.2768,-0.3306,1.3189,9.3013,38.1477,4.82759
M17,DNM,2,24,0.3844,-1.6727,0.2031,1.685,7.3461,38.1477,625.325
M17,DNM,2,25,0.3455,0.7512,0.6071,0.9659,3.6582,38.1477,98.3333
M17,DNM,2,26,0.1151,-0.3478,0.1748,0.3892,3.7101,38.1477,729.304
M17,DNM,2,27,0.1106,0.2867,0.1315,0.3154,3.2926,38.1477,603.091
M17,DNM,2,28,0.0941,-0.1692,0.2126,0.2717,3.0558,38.1477,547.474
M17,DNM,2,29,0.3086,0.3598,0.2439,0.4347,2.3185,38.1477,586.066
M17,DNM,2,30,0.1121,-0.3835,0.4208,0.5693,5.1506,38.1477,596.391
M17,DNM,3,1,0.1205,0.1025,-0.1872,0.2134,2.2202,72.5765,476.96
M17,DNM,3,2,0.3807,-0.9448,-1.0307,1.3982,4.8068,72.5765,539.211
M17,DNM,3,3,0.2838,1.0804,1.4489,1.8074,6.6866,72.5765,589.875
M17,DNM,3,4,0.3161,-1.0671,-0.8869,1.3876,4.4246,72.5765,765.438
M17,DNM,3,5,0.1772,0.3978,0.6473,0.7598,4.3828,72.5765,789.857
M17,DNM,3,6,0.22,-0.4458,-0.4466,0.631,2.9809,72.5765,776.727
M17,DNM,3,7,0.0991,0.1631,0.4567,0.4849,4.921,72.5765,741.45
M17,DNM,3,8,0.1824,-0.7167,-0.7357,1.0271,6.9449,72.5765,759.167
M17,DNM,3,9,0.2337,1.139,1.1884,1.6461,7.4661,72.5765,845.851
M17,DNM,3,10,0.3276,-0.383,-0.3182,0.4979,2.5203,72.5765,879.364
M17,DNM,3,11,0.1133,0.1914,0.2623,0.3248,3.0904,72.5765,839.773
M17,DNM,3,12,0.1128,-0.2951,-0.1085,0.3144,3.1747,72.5765,802.043
M17,DNM,3,13,0.1685,0.9585,0.8311,1.2686,7.6731,72.5765,752.441
M17,DNM,3,14,0.1784,-0.7621,-0.4286,0.8743,5.023,72.5765,796.543
M17,DNM,3,15,0.1204,0.3017,0.2867,0.4162,3.6679,72.5765,676.667
M17,DNM,3,16,0.1375,-0.3906,-0.3545,0.5275,4.7925,72.5765,757.143
M17,DNM,3,17,0.1074,0.1533,-0.0595,0.1645,1.9197,72.5765,765.095
M17,DNM,3,18,0.1203,-0.196,0.2803,0.342,3.0394,72.5765,772.083
M17,DNM,3,19,0.1351,0.3498,0.4469,0.5675,4.3345,72.5765,695.148
M17,DNM,3,20,0.1562,-0.338,-0.1774,0.3817,3.1096,72.5765,778.344
M17,DNM,3,21,0.168,0.8572,0.7365,1.1301,7.0792,72.5765,709.879
M17,DNM,3,22,0.1604,-0.7777,-0.4362,0.8917,5.7911,72.5765,703.5
M17,DNM,3,23,0.1188,0.3595,-0.2445,0.4348,3.6434,72.5765,657.625
M17,DNM,3,24,0.0631,-0.0637,0.2045,0.2142,3.6308,72.5765,697.308
M17,DNM,3,25,0.1295,0.625,0.9278,1.1187,8.7348,72.5765,686.423
M17,DNM,3,26,0.1283,-0.9822,-0.7098,1.2118,9.8377,72.5765,748.48
M17,DNM,3,27,0.0878,0.2653,0.2629,0.3735,4.2311,72.5765,666.5
M17,DNM,3,28,0.1153,-0.5056,0.1763,0.5355,4.9846,72.5765,771.13
M17,DNM,3,29,0.0775,0.188,0.1359,0.232,3.8543,72.5765,958.063
M17,DNM,3,30,0.0458,-0.0325,-0.5186,0.5196,12.4111,72.5765,117
M17,DNM,4,1,0.1415,0.1441,-0.194,0.2416,1.8785,35.4712,696.379
M17,DNM,4,2,0.4573,-0.851,-0.3617,0.9247,3.9133,35.4712,713.582
M17,DNM,4,3,0.1558,0.1543,0.6223,0.6412,4.2886,35.4712,876.774
M17,DNM,4,4,0.0611,-0.03,-0.0113,0.0321,0.5085,35.4712,621.154
M17,DNM,4,5,0.0943,0.2099,0.7966,0.8238,9.6327,35.4712,0
M17,DNM,4,6,0.1018,-0.1991,0.8642,0.8868,8.2623,35.4712,0
M17,DNM,4,7,0.2984,0.4967,-0.8061,0.9468,3.6615,35.4712,0
M17,DNM,4,8,0.3982,-0.2947,-0.2146,0.3646,1.2586,35.4712,0
M17,DNM,4,9,0.7988,0.5134,0.3742,0.6353,1.4458,35.4712,92.5563
M17,DNM,4,10,0.1814,-0.8658,-0.5033,1.0015,8.0027,35.4712,742.472
M17,DNM,4,11,0.1553,0.275,0.1641,0.3202,5.7038,35.4712,745.258
M17,DNM,4,12,0.0496,-0.0132,-0.0941,0.095,2.3433,35.4712,809.5
M17,DNM,4,13,0.1732,0.0628,0.6068,0.61,3.6191,35.4712,963.857
M17,DNM,4,14,0.0535,-0.0313,-0.0289,0.0426,0.8021,35.4712,744.727
M17,DNM,4,15,0.0885,0.2897,0.9187,0.9633,11.7888,35.4712,0
M17,DNM,4,16,0.0949,-0.2614,-0.0107,0.2616,5.9127,35.4712,0
M17,DNM,4,17,0.2768,0.6061,-0.332,0.6911,2.6404,35.4712,101.071
M17,DNM,4,18,0.2058,-0.9626,0.0598,0.9645,4.7173,35.4712,877.805
M17,DNM,4,19,0.2153,1.1367,0.4924,1.2388,5.7738,35.4712,98.7907
M17,DNM,4,20,0.2228,-1.1989,0.1284,1.2058,5.5003,35.4712,911.841
M17,DNM,4,21,0.1273,0.3846,-0.7924,0.8808,7.4822,35.4712,149.385
M17,DNM,4,22,0.0761,-0.0464,-0.4821,0.4844,6.159,35.4712,0
M17,DNM,4,23,0.184,0.3662,2.1365,2.1676,11.8478,35.4712,873.676
M17,DNM,4,24,0.0586,-0.0197,0.109,0.1107,2.1729,35.4712,1022
M17,DNM,5,1,0.1565,-0.4523,0.0602,0.4563,2.8645,44.3219,852.313
M17,DNM,5,2,0.3567,0.6051,0.3345,0.6914,2.9025,44.3219,416.014
M17,DNM,5,3,0.2462,-0.3378,-0.3835,0.5111,2.3292,44.3219,202.163
M17,DNM,5,4,0.1527,0.0931,0.5005,0.5091,3.2998,44.3219,907.419
M17,DNM,5,5,0.268,-0.3437,-0.4795,0.59,2.4899,44.3219,294.167
M17,DNM,5,6,0.1321,0.0445,0.4903,0.4923,3.7481,44.3219,1020.35
M17,DNM,5,7,0.058,-0.0046,-0.0121,0.013,0.2643,44.3219,971.083
M17,DNM,5,8,0.1081,0.2576,0.4647,0.5313,5.2877,44.3219,36.8571
M17,DNM,5,9,0.0576,-0.0359,0.0597,0.0697,2.6132,44.3219,0
M17,DNM,5,10,0.3681,0.4052,-0.2713,0.4876,1.4648,44.3219,105.849
M17,DNM,5,11,0.2008,-0.67,0.0483,0.6717,3.3725,44.3219,973.35
M17,DNM,5,12,0.2935,0.2343,0.21,0.3146,1.2776,44.3219,172.254
M17,DNM,5,13,0.1113,-0.1837,0.0281,0.1858,1.7073,44.3219,949.455
M17,DNM,5,14,0.1397,0.3996,-0.1261,0.419,3.0985,44.3219,329.679
M17,DNM,5,15,0.6336,-0.1755,0.2939,0.3423,1.0302,44.3219,114.402
M17,DNM,5,16,0.1006,0.0723,0.2623,0.2721,2.8291,44.3219,767.05
M17,DNM,5,17,0.1475,-0.3118,-0.1981,0.3694,3.2104,44.3219,732.867
M17,DNM,5,18,0.0788,0.0402,0.1497,0.155,2.2044,44.3219,802.2
M17,DNM,5,19,0.2064,-0.5902,-0.0306,0.591,4.5095,44.3219,873.357
M17,DNM,5,20,0.1334,0.2539,-0.1953,0.3203,4.1672,44.3219,902.885
M17,DNM,5,21,0.081,-0.0874,0.23,0.246,3.1639,44.3219,394.176
M17,DNM,5,22,0.7287,0.8264,0.5581,0.9972,1.7014,44.3219,90.7931
M17,DNM,5,23,0.138,-0.4061,0.0921,0.4164,3.1669,44.3219,674.964
M17,DNM,5,24,0.0963,0.1541,-0.1959,0.2493,2.8162,44.3219,713.684
M17,DNM,5,25,0.1247,-0.2876,-0.0906,0.3015,4.3662,44.3219,803.96
M17,DNM,5,26,0.122,0.1338,0.3178,0.3448,3.1347,44.3219,940.6
M17,DNM,5,27,0.0582,-0.0667,-0.0788,0.1032,1.9154,44.3219,512.182
M17,DNM,5,28,0.3819,0.7608,0.1046,0.7679,4.6236,44.3219,97.1558
M17,DNM,5,29,0.1762,-0.5517,0.1164,0.5638,3.2512,44.3219,874.457
M17,DNM,5,30,0.1664,0.3375,0.0287,0.3387,2.3624,44.3219,844.424
M17,DWM,1,1,0.1316,0.1459,-0.2406,0.2814,2.3944,10.8146,448.815
M17,DWM,1,2,0.4565,-1.3932,-0.1272,1.399,4.8115,10.8146,482.945
M17,DWM,1,3,0.2549,2.076,0.9678,2.2905,10.2425,10.8146,510.804
M17,DWM,1,4,0.1929,-0.9784,0.219,1.0026,6.0064,10.8146,615.692
M17,DWM,1,5,0.1514,0.535,0.298,0.6124,4.8155,10.8146,534.8
M17,DWM,1,6,0.131,-0.3183,0.0347,0.3202,2.8612,10.8146,633.154
M17,DWM,1,7,0.0939,0.2051,0.4758,0.5181,5.4517,10.8146,633.684
M17,DWM,1,8,0.3812,-1.6684,-0.1441,1.6746,8.0588,10.8146,726.947
M17,DWM,1,9,0.165,1.3445,0.817,1.5733,16.3484,10.8146,617.121
M17,DWM,1,10,0.1694,-0.6197,0.7507,0.9734,6.482,10.8146,581.235
M17,DWM,1,11,0.1061,0.1717,0.0783,0.1887,2.3132,10.8146,523.762
M17,DWM,1,12,0.2041,-0.7103,-0.2235,0.7447,7.4394,10.8146,702.439
M17,DWM,1,13,0.1439,0.4085,0.152,0.4359,4.5901,10.8146,621.552
M17,DWM,1,14,0.1712,-0.5364,0.3737,0.6537,4.2543,10.8146,656
M17,DWM,1,15,0.4139,2.911,-0.2082,2.9184,7.1608,10.8146,699.88
M17,DWM,1,16,0.1776,-0.7323,0.7623,1.0571,6.1187,10.8146,742.686
M17,DWM,1,17,0.1179,0.6865,-0.0551,0.6887,5.7779,10.8146,664.833
M17,DWM,1,18,0.2115,-2.7263,0.6314,2.7985,13.3575,10.8146,689.738
M17,DWM,1,19,0.1136,0.514,-1.3031,1.4009,13.0171,10.8146,632.826
M17,DWM,1,20,0.1316,-0.4299,0.1804,0.4662,11.2222,10.8146,666.154
M17,DWM,1,21,0.1364,0.3363,0.8804,0.9425,7.2997,10.8146,586.393
M17,DWM,1,22,0.1247,-0.3958,0.2434,0.4646,3.7986,10.8146,675.24
M17,DWM,1,23,0.0856,0.2337,0.0966,0.2529,3.0386,10.8146,750.647
M17,DWM,1,24,0.1053,-0.4292,0.6321,0.764,7.7225,10.8146,752.905
M17,DWM,1,25,0.1812,2.2978,0.4042,2.3331,14.1817,10.8146,706.611
M17,DWM,1,26,0.1788,-1.9197,0.4385,1.9692,11.3278,10.8146,792.278
M17,DWM,1,27,0.131,0.6045,-1.8132,1.9113,15.3418,10.8146,762.115
M17,DWM,1,28,0.0937,-0.1272,-1.1703,1.1772,11.9205,10.8146,751.737
M17,DWM,1,29,0.2092,0.9544,4.7685,4.8631,23.7283,10.8146,824.878
M17,DWM,2,1,0.1069,-0.083,0.2289,0.2434,2.4516,29.8977,408.409
M17,DWM,2,2,0.1861,0.6409,0.453,0.7848,5.5764,29.8977,509.811
M17,DWM,2,3,0.3119,-1.5809,-1.1796,1.9725,6.8091,29.8977,543.758
M17,DWM,2,4,0.2768,0.8196,0.5076,0.9641,5.409,29.8977,459.446
M17,DWM,2,5,0.3011,-0.7129,0.3737,0.8049,3.1236,29.8977,477.617
M17,DWM,2,6,0.2697,0.4879,0.3362,0.5925,2.42,29.8977,490.519
M17,DWM,2,7,0.2645,-0.3384,0.042,0.341,1.3495,29.8977,570.642
M17,DWM,2,8,0.1753,0.4367,0.3231,0.5432,3.2501,29.8977,488.714
M17,DWM,2,9,0.1829,-0.4295,-0.1382,0.4512,3.308,29.8977,545.216
M17,DWM,2,10,0.116,0.1461,0.2498,0.2894,2.9845,29.8977,513.348
M17,DWM,2,11,0.2127,-0.9284,-0.0683,0.9309,6.2683,29.8977,617.571
M17,DWM,2,12,0.1348,0.5011,-0.1531,0.524,7.2881,29.8977,617.63
