Subject,Condition,Trial,Segment,Duration,VerticalSize,HorizontalSize,AbsoluteSize,AverageAbsoluteVelocity,AverageNormalizedJerkPerTrial,AveragePenPressure
S39,GEN,9,13,0.0662,0.2268,2.8279,2.837,43.245,4.5767,374.154
S39,GEN,9,14,0.2094,-0.3718,-1.867,1.9037,9.6884,4.5767,93.6667
S39,GEN,9,15,0.1132,1.1007,2.368,2.6113,22.8452,4.5767,416.348
S39,GEN,9,16,0.1597,-1.2137,-2.3138,2.6128,16.622,4.5767,507.438
S39,GEN,9,17,0.098,0.4235,1.4299,1.4913,15.2537,4.5767,566.95
S39,GEN,9,18,0.0764,-0.1723,-0.2652,0.3163,6.6482,4.5767,657.8
S39,GEN,9,19,0.0931,0.1274,1.2925,1.2987,14.7521,4.5767,637.667
S39,GEN,9,20,0.0662,-0.1645,-1.308,1.3183,19.262,4.5767,693.214
S39,GEN,10,1,0.0787,-0.3021,-1.2591,1.2948,16.0921,3.7704,173.938
S39,GEN,10,2,0.079,0.6099,2.054,2.1427,27.0734,3.7704,295
S39,GEN,10,3,0.1066,-1.879,-2.8582,3.4205,33.205,3.7704,522
S39,GEN,10,4,0.1251,1.0019,1.6607,1.9395,15.5544,3.7704,19.68
S39,GEN,10,5,0.074,-0.2932,-0.6618,0.7238,9.7288,3.7704,131.067
S39,GEN,10,6,0.0802,0.3274,0.8781,0.9371,11.8025,3.7704,332.938
S39,GEN,10,7,0.073,-0.3681,-0.6019,0.7055,10.2472,3.7704,487.286
S39,GEN,10,8,0.0661,0.3036,0.7916,0.8478,12.1864,3.7704,519.643
S39,GEN,10,9,0.0635,-0.1934,-0.3422,0.3931,6.6499,3.7704,615.167
S39,GEN,10,10,0.0639,0.1623,0.5438,0.5675,8.9471,3.7704,550.154
S39,GEN,10,11,0.0848,-0.2669,-0.2929,0.3962,5.98,3.7704,594.471
S39,GEN,10,12,0.1054,0.9105,1.3608,1.6373,18.531,3.7704,477.619
S39,GEN,10,13,0.072,-0.589,-2.212,2.2891,33.2176,3.7704,564.533
S39,GEN,10,14,0.0771,0.2493,4.082,4.0896,54.2518,3.7704,300.267
S39,GEN,10,15,0.1943,-0.6001,-2.6459,2.7131,14.8356,3.7704,72.0513
S39,GEN,10,16,0.1296,1.118,2.5259,2.7623,22.8188,3.7704,447.462
S39,GEN,10,17,0.179,-1.1681,-2.2411,2.5273,14.5541,3.7704,508.472
S39,GEN,10,18,0.1089,0.5205,1.7543,1.8299,17.6949,3.7704,520.143
S39,GEN,10,19,0.0617,-0.0818,-0.1684,0.1872,4.0891,3.7704,566.231
S39,GEN,10,20,0.0666,0.0631,0.7824,0.7849,12.0412,3.7704,614.462
S39,GEN,10,21,0.0704,-0.1727,-1.5857,1.5951,22.8961,3.7704,618.786
T10,DNM,1,1,0.0952,-0.4024,0.0937,0.4132,4.1556,85.8135,952.1
T10,DNM,1,2,0.1017,0.5207,-0.2417,0.5741,6.0116,85.8135,980.35
T10,DNM,1,3,0.1127,-0.9799,0.0301,0.9804,10.1077,85.8135,994.091
T10,DNM,1,4,0.4005,0.3075,0.3876,0.4947,1.6526,85.8135,209.543
T10,DNM,1,5,0.082,-0.2198,0.0746,0.2321,3.4731,85.8135,761.563
T10,DNM,1,6,0.0986,0.2364,-0.1397,0.2746,4.2325,85.8135,482.3
T10,DNM,1,7,0.088,-0.0713,0.2791,0.288,3.4332,85.8135,20.3529
T10,DNM,1,8,0.112,0.0422,0.0536,0.0682,0.6559,85.8135,32.2609
T10,DNM,1,9,0.0976,-0.3131,0.0806,0.3233,3.4324,85.8135,771.474
T10,DNM,1,10,0.0869,0.3305,0.0655,0.3369,3.8918,85.8135,658.222
T10,DNM,1,11,0.086,-0.3496,0.1878,0.3969,4.8187,85.8135,825
T10,DNM,1,12,0.229,0.3002,0.0904,0.3135,1.691,85.8135,44.3478
T10,DNM,1,13,0.0891,-0.3253,0.0499,0.3291,3.9166,85.8135,777.235
T10,DNM,1,14,0.0824,0.2867,0.0805,0.2978,3.6647,85.8135,626
T10,DNM,1,15,0.0893,-0.3055,0.2003,0.3653,4.317,85.8135,761.722
T10,DNM,1,16,0.1014,0.2939,0.0735,0.303,3.2937,85.8135,23.55
T10,DNM,1,17,0.0952,-0.1748,-0.0293,0.1772,1.9515,85.8135,0
T10,DNM,1,18,0.1208,0.1419,0.0714,0.1589,1.967,85.8135,296.333
T10,DNM,1,19,0.1146,-0.3187,0.1385,0.3476,4.7698,85.8135,704.087
T10,DNM,1,20,0.7659,0.2728,0.0511,0.2776,1.2391,85.8135,30.2026
T10,DNM,1,21,0.1268,-0.1771,0.0104,0.1775,1.5296,85.8135,0
T10,DNM,1,22,0.0894,0.2055,0.0201,0.2065,3.2075,85.8135,232.056
T10,DNM,1,23,0.0752,-0.3226,0.1668,0.3631,6.4276,85.8135,764.867
T10,DNM,1,24,0.3481,1.478,0.194,1.4907,7.9356,85.8135,332.986
T10,DNM,1,25,0.3611,-1.0139,0.9866,1.4147,11.3541,85.8135,-0.5
T10,DNM,1,26,0.3011,0.3643,-0.4163,0.5532,2.1993,85.8135,0
T10,DNM,1,27,0.1001,-0.7645,0.1193,0.7737,7.7495,85.8135,775.85
T10,DNM,1,28,0.1201,0.8487,0.0678,0.8515,7.2823,85.8135,820.25
T10,DNM,1,29,0.1137,-1.0325,0.3316,1.0844,10.0162,85.8135,1018.32
T10,DNM,1,30,0.1323,0.4921,0.0503,0.4947,3.802,85.8135,188
T10,DNM,2,1,0.1759,-0.4027,0.0216,0.4033,2.2475,95.4501,862.917
T10,DNM,2,2,0.1237,0.444,-0.1052,0.4563,4.0819,95.4501,950.5
T10,DNM,2,3,0.1847,-0.884,0.0709,0.8868,6.2459,95.4501,990.622
T10,DNM,2,4,0.1135,0.3073,0.2428,0.3917,3.6845,95.4501,840.435
T10,DNM,2,5,0.4856,-0.2982,0.102,0.3151,0.9067,95.4501,1020.79
T10,DNM,2,6,0.1576,0.3105,0.0477,0.3142,4.2256,95.4501,952.563
T10,DNM,2,7,0.113,-0.3686,0.1838,0.4119,4.2241,95.4501,1022
T10,DNM,2,8,0.107,0.3519,0.0942,0.3643,3.338,95.4501,994.909
T10,DNM,2,9,0.3042,-0.2846,0.1731,0.3331,1.1488,95.4501,1021.62
T10,DNM,2,10,0.2494,0.2345,0.1021,0.2557,1.1244,95.4501,84.8776
T10,DNM,2,11,0.1123,-0.2799,0.046,0.2837,2.4798,95.4501,899.304
T10,DNM,2,12,0.1183,0.3726,0.0703,0.3791,3.3977,95.4501,959.708
T10,DNM,2,13,0.1056,-0.4935,0.1848,0.527,5.1584,95.4501,1008.43
T10,DNM,2,14,0.3673,0.345,0.1204,0.3654,1.2109,95.4501,65.5616
T10,DNM,2,15,0.1114,-0.3339,0.1408,0.3623,3.7224,95.4501,858.682
T10,DNM,2,16,0.1041,0.3649,0.1026,0.3791,4.9835,95.4501,822.952
T10,DNM,2,17,0.087,-0.3656,0.1877,0.411,6.1396,95.4501,998.889
T10,DNM,2,18,0.2091,0.7663,-0.5853,0.9643,7.5704,95.4501,504.22
T10,DNM,2,19,0.0551,-0.0259,0.0106,0.028,0.8104,95.4501,982.273
T10,DNM,2,20,0.1166,1.1757,0.9069,1.4849,13.2822,95.4501,28.0417
T10,DNM,2,21,0.3493,-1.5413,0.6083,1.657,17.9732,95.4501,-0.557143
T10,DNM,2,22,0.1735,0.3766,-0.1847,0.4195,2.7922,95.4501,0
T10,DNM,2,23,0.1108,-0.8073,0.0454,0.8085,7.4076,95.4501,943.409
T10,DNM,2,24,0.1281,1.0558,0.1072,1.0612,8.3141,95.4501,987.692
T10,DNM,2,25,0.0942,-1.0896,0.2598,1.1201,11.9867,95.4501,1022
T10,DNM,2,26,0.1284,1.106,0.1804,1.1206,8.7679,95.4501,946.423
T10,DNM,2,27,0.2572,-1.5485,0.2979,1.5769,6.3061,95.4501,1022
T10,DNM,2,28,0.1752,0.8648,0.0154,0.8649,4.9704,95.4501,134.771
T10,DNM,2,29,1.0613,-0.4624,0.1224,0.4783,0.6633,95.4501,601.175
T10,DNM,2,30,0.3388,0.7266,0.1821,0.749,2.9834,95.4501,961.206
T10,DNM,3,1,0.1424,-0.2776,0.0431,0.2809,1.9477,48.5868,866.207
T10,DNM,3,2,0.1276,0.3787,-0.1624,0.412,3.346,48.5868,963.346
T10,DNM,3,3,0.3298,-0.964,0.0989,0.969,3.623,48.5868,1021.88
T10,DNM,3,4,0.5155,0.3837,0.3039,0.4894,1.1898,48.5868,336.644
T10,DNM,3,5,0.1052,-0.3457,0.0482,0.3491,5.3868,48.5868,890.667
T10,DNM,3,6,0.1056,0.3202,-0.1493,0.3533,4.2599,48.5868,764.619
T10,DNM,3,7,0.1788,-0.0688,0.3296,0.3367,2.0278,48.5868,15.0857
T10,DNM,3,8,0.1333,0.062,0.002,0.0621,0.7089,48.5868,0
T10,DNM,3,9,0.1143,-0.316,0.0832,0.3267,2.88,48.5868,792.304
T10,DNM,3,10,0.0908,0.369,0.0726,0.3761,4.4149,48.5868,839.278
T10,DNM,3,11,0.0908,-0.3913,0.1485,0.4185,4.8357,48.5868,1004.56
T10,DNM,3,12,0.2498,0.3613,0.0652,0.3671,1.7149,48.5868,88
T10,DNM,3,13,0.1041,-0.352,0.0625,0.3575,3.4345,48.5868,876.429
T10,DNM,3,14,0.0927,0.3217,0.042,0.3244,3.506,48.5868,843.684
T10,DNM,3,15,0.0932,-0.3845,0.1479,0.412,4.6605,48.5868,975.5
T10,DNM,3,16,0.3948,0.3492,0.0947,0.3618,1.1107,48.5868,199.987
T10,DNM,3,17,0.1188,-0.3174,0.1715,0.3607,3.629,48.5868,1001.71
T10,DNM,3,18,0.1214,0.319,0.1841,0.3683,4.7858,48.5868,871.25
T10,DNM,3,19,0.1078,-0.3465,0.2011,0.4006,5.9473,48.5868,1006.55
T10,DNM,3,20,0.299,0.8058,-0.5882,0.9976,7.0507,48.5868,381.283
T10,DNM,3,21,0.0718,-0.0773,-0.0534,0.0939,1.5081,48.5868,875.214
T10,DNM,3,22,0.1451,1.1122,0.5547,1.2429,9.443,48.5868,141
T10,DNM,3,23,0.4188,-1.2118,0.7797,1.4409,10.3394,48.5868,-0.5
T10,DNM,3,24,0.2755,0.2421,0.1347,0.2771,1.1456,48.5868,0
T10,DNM,3,25,0.1278,-0.7385,0.0828,0.7431,5.9717,48.5868,856.08
T10,DNM,3,26,0.0944,0.274,-0.0507,0.2786,2.9604,48.5868,869.579
T10,DNM,3,27,0.0609,-0.0551,0.0152,0.0572,1.0262,48.5868,712.667
T10,DNM,3,28,0.3542,0.5762,0.1164,0.5879,1.8503,48.5868,207.803
T10,DNM,3,29,0.1125,-0.7895,0.2562,0.83,7.468,48.5868,986.957
T10,DNM,3,30,0.1967,0.5586,-0.0356,0.5597,2.9844,48.5868,237.744
T10,DNM,4,1,0.0829,0.385,-0.2244,0.4456,5.8976,13.6284,985.125
T10,DNM,4,2,0.0997,-1.0283,0.308,1.0735,12.363,13.6284,995.8
T10,DNM,4,3,0.096,0.4237,0.1895,0.4641,5.4756,13.6284,860
T10,DNM,4,4,0.121,-0.3065,0.0967,0.3213,2.8548,13.6284,1004.6
T10,DNM,4,5,0.1095,0.3222,-0.0908,0.3347,3.8098,13.6284,775.048
T10,DNM,4,6,0.1795,-0.3703,0.4923,0.616,3.5934,13.6284,957.944
T10,DNM,4,7,0.0919,0.2928,0.0802,0.3036,3.2893,13.6284,902.316
T10,DNM,4,8,0.0781,-0.204,0.348,0.4034,5.741,13.6284,983.733
T10,DNM,4,9,0.0602,0.0687,0.2783,0.2867,4.5913,13.6284,930.75
T10,DNM,4,10,0.1306,-0.1328,0.9294,0.9388,7.055,13.6284,999.407
T10,DNM,4,11,0.3157,1.587,1.3915,2.1106,11.5484,13.6284,782.683
T10,DNM,4,12,0.2705,-1.3292,0.0615,1.3307,18.464,13.6284,-0.611111
T10,DNM,4,13,0.1305,0.6432,-0.3715,0.7428,5.8542,13.6284,22.3846
T10,DNM,4,14,0.0967,-1.1033,0.1184,1.1096,11.7973,13.6284,939.316
T10,DNM,4,15,0.1104,1.2831,-0.0492,1.2841,11.8121,13.6284,888.818
T10,DNM,4,16,0.0849,-1.2622,0.4501,1.34,16.0049,13.6284,1014
T10,DNM,4,17,0.0781,0.9218,1.00E-04,0.9218,11.6637,13.6284,796.875
T10,DNM,4,18,0.081,-0.9555,0.352,1.0183,12.9886,13.6284,969.375
T10,DNM,4,19,0.0668,0.4423,0.0334,0.4435,7.3035,13.6284,720.846
T10,DNM,4,20,0.0688,-0.4255,0.3431,0.5466,9.1376,13.6284,979.643
T10,DNM,4,21,0.109,1.1877,0.2434,1.2124,13.3262,13.6284,883.045
T10,DNM,4,22,0.0938,-1.357,0.8813,1.6181,18.5314,13.6284,1022
T10,DNM,4,23,0.1025,1.0123,-0.3718,1.0785,15.8629,13.6284,977.05
T10,DNM,4,24,0.0722,-0.5757,-1.4241,1.5361,20.8266,13.6284,1004.33
T10,DNM,5,1,0.1242,-0.2142,0.0322,0.2166,1.7618,253.568,938.92
T10,DNM,5,2,0.1069,0.572,-0.3931,0.6941,6.7944,253.568,983
T10,DNM,5,3,0.1193,-1.3153,0.2456,1.3381,12.0016,253.568,977.667
T10,DNM,5,4,0.1642,0.4122,0.1896,0.4537,2.9732,253.568,752.375
T10,DNM,5,5,0.3234,-0.3186,0.0896,0.331,1.5701,253.568,1012.98
T10,DNM,5,6,0.238,0.3837,0.1042,0.3976,2.5825,253.568,890.021
T10,DNM,5,7,0.1266,-0.3632,0.1615,0.3975,3.4791,253.568,1001.24
T10,DNM,5,8,0.2757,0.3088,0.0951,0.3231,1.2799,253.568,958.327
T10,DNM,5,9,0.1159,-0.3933,0.2079,0.4449,4.0776,253.568,987.783
T10,DNM,5,10,0.1056,0.2819,0.0058,0.2819,2.7565,253.568,133.476
T10,DNM,5,11,0.0703,-0.0712,0.0465,0.0851,1.4108,253.568,0
T10,DNM,5,12,0.1813,0.1725,-0.0259,0.1745,1.1303,253.568,89.1622
T10,DNM,5,13,0.1024,-0.3984,0.1053,0.4121,4.1371,253.568,877.45
T10,DNM,5,14,0.1078,0.4471,-0.0217,0.4476,4.2944,253.568,824.545
T10,DNM,5,15,0.102,-0.468,0.2922,0.5518,5.7085,253.568,928.95
T10,DNM,5,16,0.4024,0.2853,0.1189,0.3091,0.9073,253.568,893.457
T10,DNM,5,17,0.1082,-0.2194,0.2081,0.3024,3.2858,253.568,1014.76
T10,DNM,5,18,0.265,0.2587,0.2212,0.3404,1.9324,253.568,831.642
T10,DNM,5,19,0.1398,-0.3149,0.2989,0.4342,3.8794,253.568,997.857
T10,DNM,5,20,0.0914,0.0552,0.3881,0.392,4.1672,253.568,985
T10,DNM,5,21,0.4734,-0.0055,-7.00E-04,0.0056,0.0595,253.568,1010.33
T10,DNM,5,22,0.26,0.7511,-1.2295,1.4408,5.6528,253.568,57.5962
T10,DNM,5,23,0.3404,-0.0784,0.0012,0.0784,0.6056,253.568,398.647
T10,DNM,5,24,0.1398,1.1495,0.6212,1.3066,10.1931,253.568,65.5357
T10,DNM,5,25,0.3784,-1.2136,1.1302,1.6584,12.1029,253.568,-0.5
T10,DNM,5,26,0.3567,0.2719,-0.4097,0.4917,1.5387,253.568,0
T10,DNM,5,27,0.1356,-0.8891,0.164,0.9041,6.7519,253.568,767.333
T10,DNM,5,28,0.1314,1.0131,-0.0341,1.0137,7.8472,253.568,885.481
T10,DNM,5,29,0.088,-1.0468,0.3496,1.1037,13.152,253.568,998.471
T10,DNM,5,30,0.1013,1.0677,0.113,1.0737,10.8677,253.568,789.55
T10,DWM,1,1,0.1526,0.457,-0.1856,0.4932,3.293,99.0791,999.323
T10,DWM,1,2,0.2139,-0.8362,0.1163,0.8443,4.564,99.0791,1009.31
T10,DWM,1,3,0.1361,0.1789,0.1508,0.234,1.7947,99.0791,904.786
T10,DWM,1,4,0.0986,-0.1648,0.0426,0.1702,2.1283,99.0791,990.316
T10,DWM,1,5,0.2285,0.1862,0.0636,0.1968,1.4217,99.0791,856.326
T10,DWM,1,6,0.2002,-0.2303,0.1952,0.3019,1.7098,99.0791,996.175
T10,DWM,1,7,0.3562,0.1926,0.0833,0.2098,0.6301,99.0791,991
T10,DWM,1,8,0.2182,-0.2003,0.1231,0.2351,1.1286,99.0791,980.773
T10,DWM,1,9,0.278,0.1723,0.1316,0.2168,1.0199,99.0791,316.727
T10,DWM,1,10,0.1331,-0.1468,0.0287,0.1495,1.1274,99.0791,899.333
T10,DWM,1,11,0.1738,0.192,0.0263,0.1938,1.1565,99.0791,924.029
T10,DWM,1,12,0.1111,-0.2395,0.1913,0.3065,2.9025,99.0791,959.091
T10,DWM,1,13,0.4815,0.1393,0.1295,0.1902,0.5058,99.0791,877.781
T10,DWM,1,14,0.1411,-0.182,0.228,0.2917,2.2344,99.0791,938.586
T10,DWM,1,15,0.3234,0.2285,0.0882,0.245,1.181,99.0791,838.938
T10,DWM,1,16,0.4851,-0.3009,0.3866,0.4899,1.2379,99.0791,1010.32
T10,DWM,1,17,0.2084,0.666,-1.2309,1.3995,6.9812,99.0791,1022
T10,DWM,1,18,0.149,-0.0711,0.193,0.2057,1.3902,99.0791,755.467
T10,DWM,1,19,0.2428,0.2203,0.0931,0.2391,1.0874,99.0791,0
T10,DWM,1,20,0.651,-0.2989,0.2698,0.4027,0.9876,99.0791,156.527
T10,DWM,1,21,0.0968,0.9009,1.3581,1.6297,18.1166,99.0791,-0.210526
T10,DWM,1,22,0.3421,-0.9384,-0.0293,0.9388,16.0942,99.0791,-0.367647
T10,DWM,1,23,0.4064,0.269,-0.2968,0.4005,1.0634,99.0791,34.9512
T10,DWM,1,24,0.1495,-0.6427,0.0872,0.6486,4.4976,99.0791,889.517
T10,DWM,1,25,0.1858,0.7262,0.1188,0.7358,4.1262,99.0791,886.947
T10,DWM,1,26,0.2764,-0.6683,0.1454,0.684,2.5073,99.0791,1021.95
T10,DWM,1,27,0.1684,0.6328,0.0832,0.6383,3.9164,99.0791,918.971
T10,DWM,1,28,0.1455,-0.8148,0.1707,0.8325,5.8562,99.0791,1022
T10,DWM,1,29,0.6161,0.3528,0.1604,0.3876,1.0209,99.0791,293.179
T10,DWM,1,30,0.447,-0.2215,0.1126,0.2484,0.6445,99.0791,986.393
T10,DWM,2,1,0.1093,-0.5471,0.0878,0.5541,5.0638,193.912,978.818
T10,DWM,2,2,0.0974,0.6281,-0.1957,0.6579,6.6968,193.912,967.85
T10,DWM,2,3,0.1122,-0.9975,0.0504,0.9988,9.983,193.912,988.409
T10,DWM,2,4,0.9407,0.2947,0.3699,0.473,1.0235,193.912,551.569
T10,DWM,2,5,0.0912,-0.166,0.1176,0.2035,2.3466,193.912,892.158
T10,DWM,2,6,0.0892,0.1647,0.0631,0.1764,2.1261,193.912,754.176
T10,DWM,2,7,0.089,-0.2032,0.1641,0.2611,3.1289,193.912,819.667
T10,DWM,2,8,0.0898,0.1304,0.0806,0.1533,2.0225,193.912,670.111
T10,DWM,2,9,0.1198,-0.2275,0.0265,0.229,1.9296,193.912,996.625
T10,DWM,2,10,0.166,0.1653,0.0547,0.1741,1.1897,193.912,997.182
T10,DWM,2,11,0.0947,-0.1692,0.1747,0.2432,2.6883,193.912,1004
T10,DWM,2,12,0.1055,0.1015,0.1098,0.1495,1.5433,193.912,875.143
T10,DWM,2,13,0.1459,-0.126,0.1578,0.202,1.5903,193.912,940.933
T10,DWM,2,14,0.1191,0.1743,0.0273,0.1764,2.5202,193.912,806.13
T10,DWM,2,15,0.0888,-0.2041,0.1224,0.238,3.3961,193.912,897.056
T10,DWM,2,16,0.2123,0.4033,-0.5584,0.6888,5.5301,193.912,785.837
T10,DWM,2,17,0.0591,-0.0895,0.3606,0.3715,7.1901,193.912,924.091
T10,DWM,2,18,0.2042,0.4001,-0.3679,0.5435,9.3562,193.912,942.024
T10,DWM,2,19,0.06,-0.0564,-0.2284,0.2353,5.877,193.912,739.5
T10,DWM,2,20,0.1219,0.7328,0.8814,1.1462,11.2916,193.912,12.72
T10,DWM,2,21,0.3592,-1.1407,0.9934,1.5126,16.0883,193.912,-0.541667
T10,DWM,2,22,0.2255,0.4515,-0.2311,0.5072,2.6069,193.912,0
T10,DWM,2,23,0.1191,-0.7069,0.0771,0.711,6.2263,193.912,868.304
T10,DWM,2,24,0.1507,0.8314,0.0905,0.8363,5.5041,193.912,825.677
T10,DWM,2,25,0.1064,-0.8981,0.2022,0.9206,8.7993,193.912,1019.1
T10,DWM,2,26,0.1355,0.8652,0.1704,0.8818,6.5674,193.912,846.37
T10,DWM,2,27,0.1152,-0.9886,0.0802,0.9918,8.6974,193.912,1016.39
T10,DWM,2,28,1.464,0.4092,0.1529,0.4368,0.3602,193.912,653.618
T10,DWM,2,29,0.135,-0.292,0.1233,0.317,2.6646,193.912,937.852
T10,DWM,2,30,0.1787,0.5841,0.0666,0.5878,4.231,193.912,755.556
T10,DWM,3,1,0.101,-0.3627,0.0675,0.3689,3.7077,83.7536,948.45
T10,DWM,3,2,0.106,0.4224,-0.1646,0.4534,4.414,83.7536,976.524
T10,DWM,3,3,0.116,-0.8526,0.185,0.8725,8.2168,83.7536,969.708
T10,DWM,3,4,0.2412,0.2906,0.1673,0.3353,1.5131,83.7536,812.063
T10,DWM,3,5,0.1213,-0.2442,0.0919,0.2609,2.5142,83.7536,937.375
T10,DWM,3,6,0.123,0.3138,-0.0802,0.3239,3.1952,83.7536,649.92
T10,DWM,3,7,0.1858,-0.2704,0.3007,0.4044,2.7526,83.7536,860.838
T10,DWM,3,8,0.093,0.2192,0.0757,0.2319,2.6051,83.7536,761.889
T10,DWM,3,9,0.074,-0.1479,0.1959,0.2455,3.6033,83.7536,721.533
T10,DWM,3,10,0.1171,0.1542,0.1553,0.2189,2.2525,83.7536,692.792
T10,DWM,3,11,0.2907,-0.282,0.0895,0.2959,1.1814,83.7536,1022
T10,DWM,3,12,0.1197,0.2647,0.0433,0.2682,2.281,83.7536,947.583
T10,DWM,3,13,0.121,-0.2076,0.2604,0.333,2.9928,83.7536,899.083
T10,DWM,3,14,0.1139,0.1603,0.0536,0.1691,2.0357,83.7536,677.87
T10,DWM,3,15,0.2881,-0.1897,0.1524,0.2433,1.0206,83.7536,977.298
T10,DWM,3,16,0.1513,0.214,0.1653,0.2704,3.3268,83.7536,682.452
T10,DWM,3,17,0.1214,-0.2741,0.2514,0.3719,4.0028,83.7536,892.833
T10,DWM,3,18,0.093,0.1684,0.339,0.3785,4.1451,83.7536,773.158
T10,DWM,3,19,0.4278,-0.046,-0.0012,0.046,0.1166,83.7536,864.541
T10,DWM,3,20,0.8024,0.5306,-1.649,1.7323,3.9486,83.7536,835.665
T10,DWM,3,21,0.4727,-0.2567,0.7744,0.8159,1.8369,83.7536,428.617
T10,DWM,3,22,0.1287,1.1197,0.9962,1.4987,12.4068,83.7536,18.8846
T10,DWM,3,23,0.3252,-1.1731,0.4493,1.2562,16.6185,83.7536,-0.492308
T10,DWM,3,24,0.3926,0.5212,-0.1653,0.5467,1.5303,83.7536,274.744
T10,DWM,3,25,0.1229,-0.8319,0.0934,0.8371,6.7215,83.7536,1007.16
T10,DWM,3,26,0.2044,0.8218,0.0759,0.8253,4.108,83.7536,798.805
T10,DWM,3,27,0.1091,-0.7773,0.1723,0.7962,7.2645,83.7536,987.818
T10,DWM,3,28,0.138,0.8543,0.1297,0.8641,6.4475,83.7536,657.593
T10,DWM,3,29,0.121,-0.958,0.1846,0.9756,8.1987,83.7536,987.458
T10,DWM,3,30,0.9378,0.3223,0.0913,0.3349,0.5236,83.7536,620.495
T10,DWM,4,1,0.0694,0.0438,0.0035,0.0439,0.6526,95.7287,318.5
T10,DWM,4,2,0.1164,-0.4032,0.084,0.4119,3.4469,95.7287,995.25
T10,DWM,4,3,0.1105,0.5778,-0.2154,0.6167,5.7865,95.7287,933.091
T10,DWM,4,4,0.1124,-0.912,0.1083,0.9184,9.2265,95.7287,966.864
T10,DWM,4,5,0.6837,0.2829,0.2169,0.3565,0.6638,95.7287,423.599
T10,DWM,4,6,0.0904,-0.2033,0.0488,0.209,2.6384,95.7287,986.278
T10,DWM,4,7,0.115,0.1955,-0.0346,0.1985,2.4105,95.7287,739.609
T10,DWM,4,8,0.1449,-0.2184,0.2517,0.3333,2.6031,95.7287,843.621
T10,DWM,4,9,0.0796,0.1978,0.0641,0.208,2.6236,95.7287,767.938
T10,DWM,4,10,0.0752,-0.1674,0.1404,0.2185,3.2722,95.7287,810.533
T10,DWM,4,11,0.6602,0.1362,0.1248,0.1847,0.3989,95.7287,967.47
T10,DWM,4,12,0.1103,-0.1678,0.0595,0.178,1.6267,95.7287,1022
T10,DWM,4,13,0.1253,0.1976,0.0354,0.2007,1.6195,95.7287,930.44
T10,DWM,4,14,0.3793,-0.2286,0.1967,0.3016,0.8737,95.7287,1001.57
T10,DWM,4,15,0.3803,0.1679,0.05,0.1752,0.9667,95.7287,110.632
T10,DWM,4,16,0.1781,-0.1834,0.1344,0.2274,1.5965,95.7287,872.167
T10,DWM,4,17,0.1378,0.1655,0.1334,0.2126,2.6288,95.7287,665.593
T10,DWM,4,18,0.1789,-0.182,0.181,0.2567,2.0017,95.7287,926.972
T10,DWM,4,19,0.5874,0.5741,-0.9424,1.1035,3.2412,95.7287,847.667
T10,DWM,4,20,0.179,-0.0629,0.1557,0.1679,0.9843,95.7287,653.778
T10,DWM,4,21,0.2358,0.2812,-0.066,0.2888,1.3582,95.7287,0
T10,DWM,4,22,0.5026,-0.3357,0.3543,0.4881,1.3797,95.7287,92.7525
T10,DWM,4,23,0.1385,0.4927,1.3624,1.4487,10.8563,95.7287,152.036
T10,DWM,4,24,0.1713,-0.4444,1.0403,1.1313,21.8664,95.7287,-0.647059
T10,DWM,4,25,0.0577,0.0344,-0.7479,0.7487,12.8595,95.7287,0
T10,DWM,4,26,0.0501,-0.0132,-0.1967,0.1972,3.4016,95.7287,0
T10,DWM,4,27,0.3602,0.323,-0.1221,0.3453,1.164,95.7287,0
T10,DWM,4,28,0.13,-0.9091,0.0481,0.9104,7.0318,95.7287,844.192
T10,DWM,4,29,0.1386,0.8845,0.1316,0.8943,6.7005,95.7287,722
T10,DWM,4,30,0.1611,-0.7537,0.1693,0.7725,4.8951,95.7287,1020.19
T10,DWM,5,1,0.1018,-0.1868,0.0149,0.1874,1.8896,47.1451,841.7
T10,DWM,5,2,0.111,0.3313,-0.1666,0.3709,3.4943,47.1451,900.091
T10,DWM,5,3,0.1205,-0.8732,0.0861,0.8774,8.0565,47.1451,971.917
T10,DWM,5,4,0.1425,0.3136,0.2164,0.381,2.9784,47.1451,757.793
T10,DWM,5,5,0.2855,-0.2338,0.0546,0.2401,1.0385,47.1451,976.228
T10,DWM,5,6,0.1233,0.2991,-0.0081,0.2992,3.2779,47.1451,713.44
T10,DWM,5,7,0.0917,-0.2967,0.2382,0.3805,4.4643,47.1451,864.5
T10,DWM,5,8,0.0863,0.2963,0.0566,0.3016,3.6238,47.1451,750.412
T10,DWM,5,9,0.4687,-0.3987,0.2088,0.4501,1.1334,47.1451,1006.06
T10,DWM,5,10,0.1811,0.3531,0.0534,0.3571,2.0579,47.1451,280.694
T10,DWM,5,11,0.1008,-0.385,0.0822,0.3936,3.9593,47.1451,974.3
T10,DWM,5,12,0.0974,0.4619,0.0495,0.4645,4.7467,47.1451,824.4
T10,DWM,5,13,0.1,-0.4939,0.1963,0.5315,5.4669,47.1451,865.25
T10,DWM,5,14,0.4779,0.348,0.1006,0.3623,0.9501,47.1451,448.758
T10,DWM,5,15,0.1407,-0.3428,0.0344,0.3445,2.4716,47.1451,1005.14
T10,DWM,5,16,0.4961,0.3569,0.2286,0.4238,1.7031,47.1451,245.45
